School Level / Category,SNo.,School Code,School Name,Address
School Level: PS,500,S0297,LAMATHANG GOVERNMENT PRIMARY SCHOOL,"P.O. Khechuperi, Pin: 737113"
School Level: PS,501,S0496,LATUK GOVERNMENT PRIMARY SCHOOL,"P.O. Latuk, Pin: 737131"
School Level: PS,502,S0052,LAVEN GOVERNMENT PRIMARY SCHOOL,"P.O. Lingthem, Pin: 737116"
School Level: PS,503,S0467,LAXMINIKETAN VIDHYA MANDIR GOVERNMENT PRIMARY SCHOOL,"P.O. Samdong, Pin: 737107"
School Level: PS,504,S0638,LEGSHIP DHARGAON GOVERNMENT PRIMARY SCHOOL,"P.O. Kewzing, Pin: 737139"
School Level: PS,505,S0777,LETHANG GOVERNMENT PRIMARY SCHOOL,"P.O. Thingling, Pin: 737113"
School Level: PS,506,S0706,LIDUNG GOVERNMENT PRIMARY SCHOOL,"P.O. Dentam, Pin: 737112"
School Level: PS,507,S0459,LINGCHOM GOVERNMENT PRIMARY SCHOOL,"P.O. Kabi, Pin: 737117"
School Level: PS,508,S0055,LINGDEM GOVERNMENT PRIMARY SCHOOL,"P.O. Lingthem, Pin: 737116"
School Level: PS,509,S0197,LINGDONG GOVERNMENT PRIMARY SCHOOL,"P.O. Aritar, Pin: 737133"
School Level: PS,510,S0063,LINGKOO GOVERNMENT PRIMARY SCHOOL,"P.O. Tingvong, Pin: 737116"
School Level: PS,511,S0769,LINGMOO PEPTHANG GOVERNMENT PRIMARY SCHOOL,"P.O. Yangang, Pin: 737134"
School Level: PS,512,S0064,LINGTYANG GOVERNMENT PRIMARY SCHOOL,"P.O. Lum Lingthyang, Pin: 737103"
School Level: PS,513,S0419,LINGZOO GOVERNMENT PRIMARY SCHOOL,"P.O. Kewzing, Pin: 737139"
School Level: PS,514,S0171,LOK DARA GOVERNMENT PRIMARY SCHOOL,"P.O. Chujachen, Pin: 737131"
School Level: PS,515,S0079,LONGBU GOVERNMENT PRIMARY SCHOOL,"P.O. Kabi, Pin: 737117"
School Level: PS,516,S0498,LOSSING GOVERNMENT PRIMARY SCHOOL,"P.O. Parkha, Pin: 737113"
School Level: PS,517,S0648,LOWER ASSANGTHANG GOVERNMENT PRIMARY SCHOOL,"P.O. Assangthang, Pin: 737126"
School Level: PS,518,S0118,LOWER BERING GOVERNMENT PRIMARY SCHOOL,"P.O. Bering, Pin: 737106"
School Level: PS,519,S0302,LOWER BHALUTHANG GOVERNMENT PRIMARY SCHOOL,"P.O. Bhaluthang, Pin: 737111"
School Level: PS,520,S0763,LOWER BOOMTAR GOVERNMENT PRIMARY SCHOOL,"P.O. Namchi, Pin: 737126"
School Level: PS,521,S0681,LOWER BORONG GOVERNMENT PRIMARY SCHOOL,"P.O. Ravangla, Pin: 737139"
School Level: PS,522,S0573,LOWER BROOM GOVERNMENT PRIMARY SCHOOL,"P.O. Yangang, Pin: 737134"
School Level: PS,523,S0502,LOWER BURTUK GOVERNMENT PRIMARY SCHOOL,"P.O. Gangtok Head Office, Pin: 737101"
School Level: PS,524,S0165,LOWER DALAPCHAND GOVERNMENT PRIMARY SCHOOL,"P.O. Dalapchhen, Pin: 737131"
School Level: PS,525,S0440,LOWER GOAM GOVERNMENT PRIMARY SCHOOL,"P.O. Kitam, Pin: 737126"
School Level: PS,526,S0722,LOWER HATHIDHUNGA GOVERNMENT PRIMARY SCHOOL,"P.O. Rinchenpong, Pin: 737111"
School Level: PS,527,S0679,LOWER JARRONG GOVERNMENT PRIMARY SCHOOL,"P.O. Ravangla, Pin: 737139"
School Level: PS,528,S0593,LOWER JAUBARI GOVERNMENT PRIMARY SCHOOL,"P.O. Namchi, Pin: 737126"
School Level: PS,529,S0495,LOWER KADAMTAM GOVERNMENT PRIMARY SCHOOL,"P.O. Assam Lingzey, Pin: 737135"
School Level: PS,530,S0486,LOWER KAMBAL GOVERNMENT PRIMARY SCHOOL,"P.O. Raley Khesey, Pin: 737107"
School Level: PS,531,S0741,LOWER KARTHOK GOVERNMENT PRIMARY SCHOOL,"P.O. Rinchenpong, Pin: 737111"
School Level: PS,532,S0607,LOWER KITAM GOVERNMENT PRIMARY SCHOOL,"P.O. Kitam, Pin: 737126"
School Level: PS,533,S0491,LOWER LUING GOVERNMENT PRIMARY SCHOOL,"P.O. Luing, Pin: 737103"
School Level: PS,534,S0301,LOWER MANGNAM GOVERNMENT PRIMARY SCHOOL,"P.O. Karjee, Pin: 737111"
School Level: PS,535,S0035,LOWER MANGSHILA GOVERNMENT PRIMARY SCHOOL(JHUSING),"P.O. Tingchim, Pin: 737116"
School Level: PS,536,S0613,LOWER MIKKHOLA DARAGAON GOVERNMENT PRIMARY SCHOOL,"P.O. Mikkhola, Pin: 737126"
School Level: PS,537,S0626,LOWER NAMPHING GOVERNMENT PRIMARY SCHOOL,"P.O. Temi Tarku, Pin: 737134"
School Level: PS,538,S0609,LOWER NANDUGOAN GOVERNMENT PRIMARY SCHOOL,"P.O. Nandugaon, Pin: 737126"
School Level: PS,539,S0582,LOWER OKHREY GOVERNMENT PRIMARY SCHOOL,"P.O. Okharey, Pin: 737121"
School Level: PS,540,S0779,LOWER PARENG GOWN GOVERNMENT PRIMARY SCHOOL,"P.O. Takuthang, Pin: 737121"
School Level: PS,541,S0329,LOWER RADHU GOVERNMENT PRIMARY SCHOOL,"P.O. Dentam, Pin: 737112"
School Level: PS,542,S0587,LOWER RUMBUK GOVERNMENT PRIMARY SCHOOL,"P.O. Sombarey, Pin: 737122"
School Level: PS,543,S0734,LOWER SANGADORJEE GOVERNMENT PRIMARY SCHOOL,"P.O. Rinchenpong, Pin: 737111"
School Level: PS,544,S0330,LOWER SANGKHU GOVERNMENT PRIMARY SCHOOL,"P.O. Dentam, Pin: 737112"
School Level: PS,545,S0354,LOWER SAPUNG GOVERNMENT PRIMARY SCHOOL,"P.O. Dentam, Pin: 737112"
School Level: PS,546,S0598,LOWER SINGTAM GOVERNMENT PRIMARY SCHOOL,"P.O. Namchi, Pin: 737126"
School Level: PS,547,S0170,LOWER SUDUNGLAKHA GOVERNMENT PRIMARY SCHOOL,"P.O. Rhenock, Pin: 737133"
School Level: PS,548,S0349,LOWER SULDUNG GOVERNMENT PRIMARY SCHOOL,"P.O. Reshi, Pin: 737121"
School Level: PS,549,S0740,LOWER TADONG GOVERNMENT PRIMARY SCHOOL,"P.O. Kaluk Bazar, Pin: 737114"
School Level: PS,550,S0647,LOWER TANAK GOVERNMENT PRIMARY SCHOOL,"P.O. Temi Tarku, Pin: 737134"
School Level: PS,551,S1476,LOWER TIKPUR GOVERNMENT PRIMARY SCHOOL,"P.O. Tikpur, Pin: 737121"
School Level: PS,552,S0306,LOWER TIMBURBONG GOVERNMENT PRIMARY SCHOOL,"P.O. Timberbong, Pin: 737121"
School Level: PS,553,S0071,LUM GOVERNMENT PRIMARY SCHOOL,"P.O. Lum Lingthyang, Pin: 737103"
School Level: PS,554,S0296,LUNGZIK GOVERNMENT PRIMARY SCHOOL,"P.O. Lingchom, Pin: 737111"
School Level: PS,555,S0483,MACHELAKHA GOVERNMENT PRIMARY SCHOOL,"P.O. Tumin, Pin: 737134"
School Level: PS,556,S0199,MAHABIR GOVERNMENT PRIMARY SCHOOL,"P.O. Ray Mindu, Pin: 737135"
School Level: PS,557,S1246,MAJHITAR COMPOUND GOVERNMENT PRIMARY SCHOOL,"P.O. Kitam, Pin: 737126"
School Level: PS,558,S0575,MAJUWA GOVERNMENT PRIMARY SCHOOL(SOUTH),"P.O. Yangang, Pin: 737134"
School Level: PS,559,S0274,MAJUWA GOVERNMENT PRIMARY SCHOOL(WEST),"P.O. Arubotey, Pin: 737121"
School Level: PS,560,S1475,MALBASEY GOVERNMENT PRIMARY SCHOOL,"P.O. Malbasey, Pin: 737121"
School Level: PS,561,S0050,MALLING GOVERNMENT PRIMARY SCHOOL,"P.O. Mangan, Pin: 737116"
School Level: PS,562,S0427,MANGAR DALAM GOVERNMENT PRIMARY SCHOOL,"P.O. Ravangla, Pin: 737139"
School Level: PS,563,S0634,MANGBRUE GOVERNMENT PRIMARY SCHOOL,"P.O. Kewzing, Pin: 737139"
School Level: PS,564,S0336,MANGSABONG GOVERNMENT PRIMARY SCHOOL,"P.O. Yuksom, Pin: 737113"
School Level: PS,565,S0591,MANGTABONG GOVERNMENT PRIMARY SCHOOL(SSA),"P.O. Yuksom, Pin: 737113"
School Level: PS,566,S0070,MANGZING GOVERNMENT PRIMARY SCHOOL,"P.O. Sankalang, Pin: 737116"
School Level: PS,567,S0559,MANGZING JOGIDARA GOVERNMENT PRIMARY SCHOOL,"P.O. Yangang, Pin: 737134"
School Level: PS,568,S0049,MANTAM 4TH MILE GOVERNMENT PRIMARY SCHOOL,"P.O. Mangan, Pin: 737116"
School Level: PS,569,S0224,MARCHAK CHUTEN GOVERNMENT PRIMARY SCHOOL,"P.O. Ranipool, Pin: 737135"
School Level: PS,570,S0501,MARTAM LINGTAM GOVERNMENT PRIMARY SCHOOL,"P.O. Nazitam, Pin: 737134"
School Level: PS,571,S0684,MAYPONG GOVERNMENT PRIMARY SCHOOL,"P.O. Ralang, Pin: 737139"
School Level: PS,572,S0751,MEGYONG GOVERNMENT PRIMARY SCHOOL,"P.O. Rinchenpong, Pin: 737111"
School Level: PS,573,S0078,MENRONGRONG GOVERNMENT PRIMARY SCHOOL,"P.O. Kabi, Pin: 737117"
School Level: PS,574,S0216,MERUNG GOVERNMENT PRIMARY SCHOOL,"P.O. Bhusuk, Pin: 737103"
School Level: PS,575,S0053,MEYONG GOVERNMENT PRIMARY SCHOOL,"P.O. Manul, Pin: 737116"
School Level: PS,576,S0184,MIDDLE ARITAR GOVERNMENT PRIMARY SCHOOL,"P.O. Rhenock, Pin: 737133"
School Level: PS,577,S0362,MIDDLE BEGHA GOVERNMENT PRIMARY SCHOOL,"P.O. Dentam, Pin: 737112"
School Level: PS,578,S0380,MIDDLE POKHARI GOVERNMENT PRIMARY SCHOOL,"P.O. Karjee, Pin: 737111"
School Level: PS,579,S0673,MIDDLE RAYONG GOVERNMENT PRIMARY SCHOOL,"P.O. Tinkitam, Pin: 737139"
School Level: PS,580,S0750,MIDDLE TAKUTHANG GOVERNMENT PRIMARY SCHOOL,"P.O. Takuthang, Pin: 737121"
School Level: PS,581,S0481,MINTOKGANG GOVERNMENT PRIMARY SCHOOL,"P.O. Tumin, Pin: 737134"
School Level: PS,582,S0073,MOLAM GOVERNMENT PRIMARY SCHOOL,"P.O. Phamtam, Pin: 737116"
School Level: PS,583,S0590,MOONEW GOVERNMENT PRIMARY SCHOOL,"P.O. Sombarey, Pin: 737122"
School Level: PS,584,S0386,MUNGRANG GOVERNMENT PRIMARY SCHOOL,"P.O. Sumbuk, Pin: 737128"
School Level: PS,585,S0038,MUNSHITHANG GOVERNMENT PRIMARY SCHOOL (S.S.A),"P.O. Chungthang, Pin: 737120"
School Level: PS,586,S0022,NADAY GOVERNMENT PRIMARY SCHOOL,"P.O. Singhik, Pin: 737116"
School Level: PS,587,S0605,NAGI PALITAM GOVERNMENT PRIMARY SCHOOL,"P.O. Namthang, Pin: 737137"
School Level: PS,588,S0321,NAKU TADONG GOVERNMENT PRIMARY SCHOOL,"P.O. Pelling, Pin: 737113"
School Level: PS,589,S0527,NAMBU GOVERNMENT PRIMARY SCHOOL,"P.O. Nambu, Pin: 737113"
School Level: PS,590,S0383,NAMBU TAREN GOVERNMENT PRIMARY SCHOOL,"P.O. Sinek, Pin: 737111"
School Level: PS,591,S0381,NAMBUMANGTHANG GOVERNMENT PRIMARY SCHOOL,"P.O. Sinek, Pin: 737111"
School Level: PS,592,S0714,NAMGAON GOVERNMENT PRIMARY SCHOOL,"P.O. Rinchenpong, Pin: 737111"
School Level: PS,593,S0225,NAMIN DHURBA GOVERNMENT PRIMARY SCHOOL,"P.O. Ranipool, Pin: 737135"
School Level: PS,594,S0060,NAMPATAM GOVERNMENT PRIMARY SCHOOL,"P.O. Mangan, Pin: 737116"
School Level: PS,595,S0446,NAMPRICK GOVERNMENT PRIMARY SCHOOL,"P.O. Ben, Pin: 737139"
School Level: PS,596,S0438,NANDUGAON SUNTALEY GOVERNMENT PRIMARY SCHOOL,"P.O. Namchi, Pin: 737126"
School Level: PS,597,S0452,NANGDANG GOVERNMENT PRIMARY SCHOOL,"P.O. Pabong, Pin: 737126"
School Level: PS,598,S0578,NASA GOVERNMENT PRIMARY SCHOOL(WEST),"P.O. Buriakhop, Pin: 737121"
School Level: PS,599,S0255,NAVEY GOVERNMENT PRIMARY SCHOOL,"P.O. Penlong, Pin: 737103"
School Level: PS,600,S0182,NAZITAM GOVERNMENT PRIMARY SCHOOL,"P.O. Nazitam, Pin: 737134"
School Level: PS,601,S0308,NERDHANG GOVERNMENT PRIMARY SCHOOL,"P.O. Sinek, Pin: 737111"
School Level: PS,602,S0356,NESSA ARITHANG GOVERNMENT PRIMARY SCHOOL,"P.O. Tashiding, Pin: 737111"
School Level: PS,603,S0713,NIJGAON GOVERNMENT PRIMARY SCHOOL,"P.O. Rinchenpong, Pin: 737111"
School Level: PS,604,S0160,NIMACHEN GOVERNMENT PRIMARY SCHOOL,"P.O. Rongli Bazar, Pin: 737131"
School Level: PS,605,S0233,NIMTHANG GOVERNMENT PRIMARY SCHOOL,"P.O. Ranipool, Pin: 737135"
School Level: PS,606,S0444,NIZRAMENG GOVERNMENT PRIMARY SCHOOL,"P.O. Namchi, Pin: 737126"
School Level: PS,607,S0164,OKHARBOTEY GOVERNMENT PRIMARY SCHOOL,"P.O. West Pendam, Pin: 737134"
School Level: PS,608,S0361,OKHERBOTAY GOVERNMENT PRIMARY SCHOOL (W),"P.O. Chakhung, Pin: 737127"
School Level: PS,609,S0141,PACHA SARASWATI GOVERNMENT PRIMARY SCHOOL,"P.O. North Regu, Pin: 737131"
